# Erdal Ronahî <www.ferheng.org>
# Letzte Version: 2005-07-29
# Kurdisch	Deutsch
# Kurdî	Elmanî
berejêr	abwärts
berendam	Bewerber
berendam	Kandidat
berendamî	Kandidatur
berespî	Kalkstein
berev kirin	fassen, sich ~
berev kirin	fassen, sich wieder ~
berev kirin	zusammennehmen, sich ~
berevajî	Umgekehrt
berevajî kirin	umkehren
berevan	Verteidiger
berevanî	Verteidigung
berevanîkirin	verteidigen
berevar	gegen Abend
berevkirin	einsammeln
berê	anfangs
berê	bevor
berê	damals
berê	erst
berê	früher
berê	natürlich
berê	vorher
berê	zuerst
berê	zunächst
berê ewil	zuallererst
berê ewil	zuerst
berê ewlin	zuerst
berê ewlin	zunächst
berê xwe dan	wenden, sich ~ an
berê xwe dan	zuwenden, sich ~
berê xwe guhastin <guhêz>	abwenden, sich ~
berê xwe kirin	betrachten
berê xwe kirin	sehen
Berê-reşê Mieleq	der Schwarze Stein Mieleq, es gibt, wie in Mekka, einen Schwarzen Stein von Lalîş, er ist unter einem Nîşan verborgen
berêvar	Nachmittag
berf	Schnee
berf barin	schneien
Berfanbar	Dezember
berfende	Lawine
berfende	roh
berfireh	detailiert
bergeh	Aussicht
bergeh	Horizont
bergeh	Inhalt
bergerîn	Bitten
bergerîn	Flehen
bergerîn	umschmeicheln
bergirî	Vorsicht
berguhk	Kopfhörer
berhem	Spur
berhev kirin	fassen, sich ~
berhev kirin	fassen, sich wieder ~
berhev kirin	sammeln
berhev kirin	zusammennehmen, sich ~
berhev xistin	sparen
berhevkar	Zusammensteller/in
berhevkirin	einsammeln
berhevkirin	zusammenstellen
berhevkirin <berhev dike>	aufräumen
berhevok	Anthologie
berhevok	Zusammenstellung
berhewa	absurd
berhewa	sinnlos
berî	Ebene
berî	Einöde
berî	Hosentasche
berî	Kleidertasche
berî	Steppe
berî	Stofftasche
berî	Tasche, Kleider-, Stoff-, Hosen-
berî	unbewohntes Land
berî	vor
berî	vorher
berî	Wildnis
berî	Wüste
berî dayin	Richtung geben
berî ku	bevor
berî nîvro	Vormittag
berî yekî dan	begeben, sich vor jdn ~
berî yekî dan	jdm widerstehen
berîjêr	abwärts
berjewendî	Vorteil
berjêr kirin	herunterholen
berjêr kirin	senken
berk	heftig
berk	kräftig
berk	Schwimmbad
berk	stark
berkar	Diener
berkar	Kellner
berkar	Objekt
berkefti	wertvoll
berkenbûn	lächeln
berkeş	Tablett
berkeşan	herstellen
berkeşok	kleines Tablett
berketin	leid tun
berkêşk	Schublade
bermal	Hausfrau
bermalî	Dienstmädchen
bermalî	Frau
bermalî	Hausfrau
bermalî	Hausherrin
bermalî	Hausmädchen
bermalk	Schneeschaufel
bernac	listig
bernac	schlau
bername	Programm
bernav	Pronomen
bernav	Vorname
beroj	in der Sonne gelegen
beroj	sonnige Stelle
beroj	windgeschützt
beroş	Kochtopf
beroş	Topf
berpal	Hang
berpêşkirin	vorstellen
berpirs	verantwortlich
berpirsiyar	verantwortlich
berpirsiyar	Verantwortlicher
berpirsiyarî	Verantwortung
berpirsyar	Verantwortliche/r
bersivandin	antworten
bersivandin	beantworten
bersivdan	antworten
bersîv [mê]	Antwort
berstûk	Kragen
bersûc	Angeklagte
bersûc	Angeklagter
bersûk	Angeklagte
bertek	Reaktion
bertîl	Bestechungsgeld
bertîl	Bestehung
berv	nach
berv	Richtung
bervajî	Gegenteil
bervajî	Kehrseite
bervajî	Rückseite
bervdar	Advokat
bervdar	Anwalt
berve	auf ... zu
berve	gegen
berve	geradlinig
berve	vorwärts
bervedarî	Schutz
bervekirin	geräumig machen
bervekirin	weit öffnen
bervekirin	weitläufig machen
bervê	aus diesem Grund
bervê	darum
bervêdan	abstreiten
bervihêr	intelligent
bervihêr	Verständnis
berwar	Abhang
berwê	bevor
berx	Lamm
berxik	Lamm
berxwedan	aushalten
berxwedan	Durchhalten
berxwedan	erdulden
berxwedan	stemmen
berxwedan	stützen
berxwedan	wehren	(sich)
berxwedan	widersetzen, sich ~
berxwedan	Widerstand
berxwedar be	danke
berxwedar be	vielen Dank
berxwedêr	starrköpfig
berxwedêr	Widerständler
berxweketin	beschämen
berxweketin	verlegen machen
berz	hervorragend
berze	fehlend
berzebûn	verlieren
berzeg	unsittlich
berzekirin	einbüßen
berzik	Geschlecht
berzik	Geschlechtsteile
berzik	Scham
berzik	Schamteile
berzile	Rock
bes	aber
bes	ausreichend
bes	genug
bes	genügend
bes	nur
bes	nur 
bes bûn	ausreichen
bes bûn	genug sein
bes dîtin	abfinden, sich ~
bes hebûn	abfinden, sich ~
besbûn	reichen
bese	Es reicht!
bese	genug
beser	Auge
besimîn	lächeln
best	Begeisterung
best	Enthusiasmus
best	flache Stelle
best	flacher weiter Platz
best	Flussarm
best	Garten
best	Inspiration
best	Platz
best	sandige Stelle nach Rückzug des Wassers
best	sandiger Platz, der nach dem Abfließen des Wassers entsteht
best	Weinberg
bestenî	Eis
bestenî	Speiseeis
bestik	flacher weiter Platz
bestik	Flussarm
bestik	sandige Stelle nach Rückzug des Wassers
bestîn (dibestîne	verbinden
bestlêrabûn	inspiriert werden
beşdar	Teilhaber
beşdar	Teilnehmer
beşdar	Teilnehmerin
beşdarbûn	Teilnahme
beşdarbûn	teilnehmen
beşdarî	beteiligt
beşdarî	Teilnahme
beşdarî têdekirin	mitwirken
beşdarî têdekirin	teilnehmen
beşişîn	lächeln
bet	Tappgans
betal	Absage
betal	arbeitslos
betal	schlecht
betal	unbrauchbar
betal	ungültig
betal	vergeblich
betalî	Kränklichkeit
betalî	Müßiggang
betalî	Schwäche
betalî	Sorglosigkeit
betalkirin	abbrechen
betalkirin	Abbruch
betalkirin	absagen
betan	Schicht
betanî	Bettdecke
betar	Gefahr
betar	Katastrophe
betar	Risiko
betar	Unglück
betarî	Batterie
beter	heftig
beter	schlecht
beter	schlimm
beter	übel
betilandin	ermüden
betilandin	müde machen
betilî	erschöpft
betilîn	ermüden
betilîn	müde werden
betirpêr	vorvorgestern
betlane	Erlaubnis
betlane	Urlaub
betlane	Vergnügen
bevşe	Webstuhlkamm
bevşik	Webstuhlkamm
bexişandin	schenken
bexişandin	spenden
bexşîn <bexş>	gönnen
bexşîn <bexş>	schenken
bexşîn <bexş>	verzeihen
bext	Anteil
bext	Ehre
bext	Gesicht
bext	Gewissen
bext	Glück
bext	Gunst
bext	Schicksal
bext	Vermögen
bextenîz	Petersilie
bextewar	froh
bextewar	glücklich
bextewar	zufrieden
bextewarî	Glück
bextewer	froh
bextewer	glücklich
bextê kesekî birîn	jds Schicksal entscheiden
bextê kesekî birîn	jds Schicksal teilen
bextiyar	bevorzugt
bextiyar	froh
bextiyar	glücklich
bextreş	schlecht
bextreş	unglücklich
bextreş	Unglückliche/r
bextreş	Unglücksbringer/in
bextreş	widrig
bextreşî	Unglück
bextvekirî	glücklichs
bextyar	beglückt
bextyar	bevorzugt
bextyar	froh
bextyar	glücklich
beyaban	ruhige Ort
beyaban	Wüste
beyan	augenfällig
beyan	Darlegung
beyan	deutlich
beyan	Erklärung
beyan	ersichtlich
beyan	klar
beyan	offensichtlich
beyan bûn	ahnen
beyan bûn	andeuten, sich ~
beyan bûn	zeigen, sich ~
beyan kirin	erklären
beyan kirin	erläutern
beyanî	Ausländer
beyanî	Entfremdeter
beyanî	fremd
beyanî	Morgen
beyanî	morgen zeit
beyanîbaş	gute morgen
beyanîbaş	guten Morgen
beybûn	Margerite
beyt	Doppelvers aus zwei "misra"
beyt	Gedicht
beytar	Schmied
beytar	Stallknecht
beytar	Tierarzt
bez	Lauf
bez	Rennen
bez	Wettlauf
beza	Läufer
beza	Läuferin
beza	schnell
bezan <bez>	laufen
bezan <bez>	rennen
bezandin	antreiben (zum Laufen)
bezîn	laufen
bezîn <bez>	rennen
bê	außer
bê	ohne
bê bawer bûn	für möglich halten
bê bawer bûn	vertrauen
bê deng	ruhig
bê deng	still
bê dil	unfreiwillig
bê hemdî	unfreiwillig
bê hemdî	ungewollt
bê hemdî	unwillkürlich
bê hempa	beispiellos
bê hempa	einzigartig
bê hempa	ohne gleichen
bê hiş	dumm
bê hiş	hirnlos
bê hûde	endlos
bê hûde	unendlich
bê hûde	unüberwindlich
bê hûde	vergeblich
bê kar	ohne Arbeit
bê sebir	ungeduldig
bê xew	ohne Schlaf
bêbav	elternlos
bêbav	grausam
bêbav	vaterlos
bêbav	Waise
bêber	fruchtlos
bêber	ohne Früchte
bêber	unfruchtbar
bêber	unproduktiv
bêbext	Betrüger
bêbext	treulos
bêbext	Treuloser
bêbext	unglücklich
bêbext	Verräter
bêbext	verräterisch
bêbext kirin	betrügen
bêbext kirin	treulos sein
bêbext kirin	unehrlich sein
bêbext kirin	verraten
bêbextî	Treulosigkeit
bêbextî	Unehrlichkeit
bêbextî	Verrat
bêbinî	bodenlos
bêçare	arm
bêçare	ausweglos
bêçare	behindert
bêçare	hilflos
bêçare	ohne Ausweg
bêçare	schwach
bêçare	verzweifelt
bêçare	wehrlos
bêçarebûn	Ausweglosigkeit
bêçarebûn	Hilflosigkeit
bêçaretî	Ausweglosigkeit
bêçaretî	Mittellosigkeit
bêçaretî [mê]	Armut
bêçareyê pêpûk	total Hilfloser
bêçareyî	Not
bêçareyî	Verzweiflung
bêd	hässlich
bêdad	grausam
bêdad	tyrannisch
bêdad	ungerecht
bêdawî	ewig
bêdawî	unendlich
bêdel kirin	abändern
bêdeng	leise
bêdeng	ohne Stimme
bêdeng	ruhig
bêdengî	ruhe
bêdengî	Stille
bêder	Dreschplatz
bêder	Tenne
bêdêr	Dreschplatz
bêdêr	Tenne
bêdil	gegen
bêdîqet	unvorsichtig
bêeman	grausam
bêeman	hart
bêeman	ohne Schutz
bêeman	unbarmherzig
bêfil	Nase
bêg	Bauer
bêgane	Ausländer
bêgane	Fremde
bêgav	gebunden
bêgav	gezwungen
bêgav	hilflos
bêgav	unmöglich
bêgav	verpflichtet
bêgav man	gezwungen sein
bêgav man	hilflos sein
bêgav man	hilflos werden
bêgav man	verpflichtet sein
bêgavî	Hilflosigkeit
bêgavî	Unmöglichkeit
bêguman	bestimmt
bêguman	sicherlich
bêguman	wahr
bêguneh	unschuldig
bêhal	erschöpft
bêhed	endlos
bêhed	exzessiv
bêhed	grenzenlos
bêhed	unbegrenzt
bêhed	unendlich
bêhed	unüberwindlich
bêhed	vergeblich
bêhempa	einzigartig
bêhempa	ohnegleichen
bêhempa	unvergleichlich
bêhesab	sehr viele
bêhesab	zahllos
bêhesab	zahlreich
bêhestî	gefühllos
bêhestî	ohne Knochen
bêhestî	sinnlos
bêhestî	unbewusst
bêhêz	schwach
bêhirmet	unhöflich
bêhiş	blöde
bêhiş	dumm
bêhiş	Idiot
bêhiş	verrückt
bêhişketin	anbeten
bêhn	Atem
bêhn	Geruch
bêhna xwe berdan	sich entspannen
bêhndar	geduldig
bêhnfireh	geduldig
bêhnok	Komma
bêhnpêketin	verdorben
bêhntengbûn	langweilen
bêhtengî	Ungeduld
bêhtir	mehr
bêhtir pêr	vor drei Tagen
bêhudûd	grenzenlos
bêhudûd	ohne Ende
bêj	Anrede
bêje	Wort
bêjer	Sprecher
bêjing	Sieb
bêjingbir	Frau, die Korn siebt
bêjingkirin	sieben
bêjî	Balg
bêjî	Bastard
bêjî	farblos
bêjî	leblos
bêjî	nicht lebensnotwendig
bêjî	unnütz
bêkar	arbeitslos
bêkemal	primitiv
bêkemal	ungebildet
bêkemal	unvollkommen
bêkes	alleinstehend
bêkes	einsam
bêkes	ohne Freunde
bêkes	ohne jemand
bêkes	ohne Verwandte
bêkes	verwaist
bêkes	Waise
bêkesî	Einsamkeit
bêkesî	Verlassenheit
bêkêf	unwohl
bêkêr	nutzlos
bêkêr	unnötig
bêkêr	unnütz
bêkêr	vergeblich
bêkusûr	fehlerlos
bêkusûr	untadelig
bêl	Schaufel
bêl	Spaten
bêlête	Rundtanz, bei dem gesungen wird
bêlî	klar
bêlûk	Abteilung
bêlûk	Regiment
bêlûk	Trupp
bêmal	heimatlos
bêmal	obdachlos
bêmane	absurd
bêmêjî	blöde
bêmêjî	dumm
bêmêjî	Idiot
bên	Geruch
bên	Parfüm
bêpar	ausgeschlossen
bêpar	beraubt
bêpar bûn	ausgeschlossen sein
bêpar bûn	beraubt sein
bêpar kirin	berauben
bêpar man	einbüßen
bêpayan	endlos
bêpayan	ewig
bêpayan	unbegrenzt
bêpayan	unendlich
bêpejn	gelassen
bêpejn	still
bêpejn 	Gemütsruhe
bêpere	geldlos
bêpere	kostenlos
bêpereyî	Geldmangel
bêr	Kelle
bêr	Ruder
bêr	Schaufel
bêr	Sommerweide
bêrawest	ohne anzuhalten
bêrê	illegal
bêrê	korrupt
bêrê	ohne Weg
bêrê	unmoralisch
bêrêtî	Korruption
bêrik	Kelle
bêrik	Ruder
bêrî	Melkfest im Frühjahr
bêrî	schuldlos
bêrî	Sehnsucht
bêrî	Sündlos
bêrî	unschuldig
bêrî kirin	grämen, sich ~
bêrî kirin	sehnen, sich ~
bêrî kirin	vermissen
bêrîvan	Frau, die im Frühjahr auf der "bêrî" die Tiere melkt
bêrîvan	Hirtenmädchen
bêrîvan	Sennerin
bêrîya ... kirin	vermissen
bêrvî	Ventil
bêsemt	unvorsichtig
bêser	blöd
bêser	dumm
bêser	einfältig
bêser	gedankenlos
bêser	kopflos
bêser	leichtsinnig
bêseri	endlos
bêserûber	unordentlich
bêsinc	ehrelos
bêsiûd	unglücklich
bêsûc	unschuldig
bêş	Spenden
bêşik	bestimmt
bêşik	sicherlich
bêşik	zweifellos
bêtar	Katastrophe
bêtar	Plage
bêtar	Unglück
bêtedbir	unbesonnen
bêtedbir	unüberlegt
bêtevder	unbesonnen
bêtevder	unüberlegt
bêtir	mehr
bêtore	unhöflich
bêvac	absurd
bêvil	Nase
bêvil	Naseloche
bêwar	heimatlos
bêwar	herrenlos
bêwar	landlos
bêwar	obdachlos
bêwest	unermüdlich
bêxem	sorgenfrei
bêxem	unbekümmert
bêxwê	ungesalzen
bêyî	außer
bêyî	mit Ausnahme von
bêyî ku	ohne dass
bêzar	erschöpft
bêzar	unzufrieden
bêzarbûn	erschöpfen
bêzewal	unvergänglich
bêzirav	schüchtern
bi	auf
bi	mit
bi	per
bi	zu
bi ... re	mit
bi aqil	intelligent
bi aqil	klug
bi aqil	weise
bi awakî din	anders
bi bandor	wirksam
bi bandor	wirkungsvoll
bi berê	etwa dreißig
bi berê	halbes Schack (ca. 60)
bi can û bên	mit Eifer
bi can û bên	mit Leib und Seele
bi ceger	kühn
bi ceger	tapfer
bi ceger	verwegen
bi cehenem	mit der Hölle
bi cih bûn	festsetzen, sich ~
bi cih bûn	niederlassen, sich ~
bi cîh kirin	anbringen
bi cîh kirin	einsetzen
bi cîh kirin	montieren
bi cîh kirin	platzieren
bi cîh kirin	setzen
bi cîh kirin	stellen
bi darê zorê	gewaltsam
bi dengê bilind	laut
bi derine	hierhin und dorthin
bi derine	von Ort zu Ort
bi dest xistin	bekommen
bi dest xistin	erlangen
bi dest xistin	erreichen
bi dest yekî ketin	ergeben, sich ~
bi dest yekî ketin	jdm zufallen
bi dest yekî ketin	jdm zuteil werden
bi devkî	mündlich
bi devkî	oral
bi devkî	verbal
bi diha	mit noch größerer
bi diha	mit noch mehr
bi dilê sax	aufrichtig
bi dilê sax	offenherzig
bi dirêjî	ausführlich
bi dizî	heimlich
bi dizî	insgeheim
bi dobê	wechselseitig
bi dor	abwechselnd
bi dor	der Reihe nach
bi dor	hier und da
bi dor	nach der Reihe
bi dor	wechselweise
bi dor bûn	abwechseln, sich ~
bi dor bûn	an der Reihe sein
bi durketin	sich entfernen
bi edeb	höflich
bi eks	beharrlich
bi eks	fortgesetzt
bi eks	immer wieder
bi eks	mit Nachdruck
bi eks	stur
bi eks	unerbittlich
bi giranî	langsam
bi giranî	schwer
bi giranî	schwierig
bi giştî	gewöhnlich
bi giştî	im Allgemeinen
bi hev çun	streiten
bi hev ketin	aneinander geraten
bi hev ketin	übereinander herfallen
bi hev re	zusammen
bi hevra	miteinander
bi heyecan	aufgeregt
bi heyecan	aufregend
bi hêl	stark
bi hêrs	ärgerlich
bi hêrs	ehrgeizig
bi hêrs	nervös
bi hêrs	verärgert
bi hêrs	wütend
bi hêsanî	leicht
bi hêz	energisch
bi hêz	stark
bi hirmet	höflich
bi kar anîn	benutzen
bi kelgirî	weinerlich
bi kerî hatin	nütze sein zu
bi kerî hatin	zu gebrauchen sein
bi kêrî yekî hatin	nützen
bi kêrî yekî hatin	nützlich sein
bi kinahî	kurz
bi kinayî	kurz
bi kirê girtin	mieten
bi kotekî	zwangsweise
bi ku de	wohin
bi kurtasî	kurz
bi lez	rasch
bi lez	schnell
bi lez û bez	schnell
bi meraq	besorgt
bi mereq	neugierig
bi meş	zu Fuß
bi min	ich meine
bi min	mit mir
bi min	nach mir
bi nav û deng	bekannt
bi nav û deng	berühmt
bi nirx	hochwertig
bi nirx	wertvoll
bi peretî	gegen Geld
bi pê	zu Fuß
bi pê..xistin	überholen
bi pêş ve	vorwärts
bi piranî	gewöhnlich
bi piranî	mehrheitlich
bi qasî	fast
bi qasî	nahezu
bi qasî	so viel wie
bi qolayîn	einfach
bi qolayîn	mit Leichtigkeit
bi qumandarî	kommandierend
bi qurm û çînik	mit Stumpf und Stil
bi rastî	tatsächlich
bi rastî	wirklich
bi rehîm	barmherzig
bi rehmetî	selig
bi rehmetî	verstorben
bi rê ve	unterwegs
bi rih	bärtig
bi rî	bärtig
bi rûmet	hochwertig
bi rûmet	wertvoll
bi semt	vorsichtig
bi ser de hatin	überkommen
bi ser de hatin	überraschen
bi ser ketin	Erfolg haben
bi ser ketin	obsiegen
bi ser serî	kopfüber
bi ser xistin	erfüllen
bi ser xwe hatin	erholen, sich ~
bi ser xwe hatin	zu sich kommen
bi ser xwe ve kirin	machen, sich davon unabhängig ~
bi ser xwe ve kirin	stellen, neben sich ~ lassen
bi ser xwe ve kirin	vorsetzen, sich ~ lassen
bi ser...de girtin	angreifen
bi ser...de girtin	überraschen
bi serî kirin	begreiflich machen
bi serî kirin	hinzufügen
bi serî kirin	verstehen
bi serî yekî de hatin	jdm geschehen
bi serî yekî de hatin	jdm passieren
bi serî yekî de hatin	jdm zustoßen
bi sermîyan	mit Gewinn
bi sermîyan	nennenswert
bi şev	in Nacht
bi şev	nachts
bi şûn de	hinter
bi şûn de	rückwärts
bi şûn de	zurück
bi tanê	hauptsächlich
bi taybetî	besonders
bi taybetî	insbesondere
bi tenê	allein
bi tenê	nur
bi tevahî	insgesamt
bi têra xwe hebûn	genügen, sich selbst ~
bi tiştekî rabûn	etwas hergeben
bi tiştekî rabûn	herausrücken
bi ûsil	nach aller Regel
bi vê terhê	auf diese Weise
bi vî avayî	auf diese Weise
bi vî awayi	auf diese Art und Weise
bi vî awayî	auf diese Weise
bi vî awayî	in diesem Sinne
bi vî awayî	in dieser Weise
bi vî rengî	auf diese Art
bi vî tehrî	auf diese Weise
bi vî tehrî	so
bi vî terhî	auf diese Weise
bi vî terhî	so
bi xar dan	galoppieren
bi xar dan	rennen
bi xaşî	gerne
bi xatirê te!	Auf Wiedersehen!
bi xatrê te	auf Wiedersehen
bi xema yekî bûn	jdn angehen
bi xema yekî bûn	jdn kümmern
bi xwe	selbst
bi xwe bawer bûn	von sich überzeugt sein
bi xwe hesîn <hes>	aufwachen
bi ya hukmatê bikin	der Regierung zu gehorchen
bi ya kesekî kirin	fügen, sich jdm ~
bi ya kesekî kirin	jds Rat befolgen
bi ya yekî kirin	anpassen, sich ~
bi ya yekî kirin	auf jds Rat hören
bi ya yekî kirin	erfüllen
bi ya yekî kirin	Folge leisten
bi ya yekî kirin	fügen, sich ~
bi ya yekî kirin	gehorchen
bi ya yekî kirin	jdm etwas erfüllen 
bi ya yekî kirin	jdm gehorchen
bi ya yekî kirin	jdm willfahren 
bi ya yekî kirin	jds Rat befolgen
bi ya yekî kirin	richten, sich ~ nach
bi yek kirin	vereinigen
bi zanîn	absichtlich
bi zehmetî	bitte
bi...kenîn	lachen über...
bi...nexweş bûn	nicht viel mit...zu tun haben
bibestîne)	verbinden
bibexşe	entschuldige!
bibin	Nase
bibîramîn	entsinnen
bibîrxistin	erinnern
bibore	entschuldige!
bicehme	mit der Hölle
bicehmin	zur Hölle
bicihanîn	ausführen
bicihanîn	verrichten
bicihhiştin	aufgeben
bicihkirin	platzieren
bicihkirin	setzen
bicihkirin	stellen
bicûk	jung
bicûkahî	Jugend
bicûkahî	Kinderzeit
biçêj	lecker
biçêj	schmackhaft
biçuk	klein
bidawîbûn	enden
bidawîkirin	beenden
bidawîkirin	vollenden
bideng	laut
biderengîxisten	verzögern
bidev	mündlich
bidev	verbal
bidêndan	borgen (jdm.)
bidêndan	verleihen
bidhete	Häresie 
bidhete	Ketzerei
bidhete	unerwünschte Neuerung
bidil	Freiwillige
bidin xebitandin	anstellen
bidizî	heimlich
bidizî	insgeheim
bidû	hinter
bidû	nach
bigir ta	sogar
biha	Preis
biha	teuer
biha	Wert
bihabûn	teuer sein
bihal	wohlhabend
bihar	Frühling
bihevşabûn	sich lieben
bihewas	interessant
bihêz	stark
bihêzbûn	Kraft haben
bihêzbûn	stark sein
bihêzkirin	aushalten
bihêzkirin	ertragen
bihêzkirin	stärken
bihistin	hören	(etwas)
bihîstiyar	zärtlich
bihn vedan	ausruhen, sich ~
bihna xwe fireh kirin	abregen, sich ~
bihna xwe fireh kirin	Beruhigen
bihna xwe vedan	verschnaufen
bihok	Birne
bihost	Handspanne
bihur	Durchgang
bihur	Engpass
bihur	Pass
bihur	Passweg
bihurandin <bihurîn>	hindurchgehen lassen
bihurandin <bihurîn>	passieren lassen
bihurîn	erlassen 
bihurîn	vergehen
bihurîn	verzeihen
bihurîn <bihur>	aufhalten, sich ~
bihurîn <bihur>	verbringen
bihurîn <bihur>	vergehen
bihurtin <bihur>	durchgehen
bihurtin <bihur>	passieren
bihurtin <bihur>	vergehen
bihurtin <bihur>	verzeihen
bihurtin >bihur>	erlassen
bihurtin >bihur>	vergehen
bihust	Handbreit
bihust	Handspanne
bihuşt	Paradies
bihûrî	vergangen
bihûrîn <bihûr>	durchgehen
bihûrîn <bihûr>	passieren
bihûrîn <bihûr>	vergehen
bij	Verlangen
bijang	Augenwimper
bijang	Wimper
bijang	Wimpern
bijarte	auserwählt
bijarte	ausgezeichnet
bijarte	auswählen
bijarte	vorzüglich
bijartin <bijêr>	aussuchen
bijartin <bijêr>	wählen
bijartin <bjêr>	auswählen
bijartî	gebraten
bijişk	Doktor
bijişk	Heilkundiger
bijî	bravo
bijî	es lebe
bijîn	beneiden
bijîşk	Doktor
bikaranîn	benutzen
bikaranîn	nutzen
bikaranîn	verwenden
bikarhêner	Benutzer
bikêr	nützlich
bikêr anin	nützen
bikêrhatî	funktionell
bikêrhatî	nützlich
bikir	Käufer
bikir	Kunde
bikuj	Mörder
bila	dass doch
bila	selbst wenn
